Name,Gameweek,Opposition,Pts,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Net Transfers,Selected by,Cost
Boly,6,NEW (H) 1 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,14,13.6,2.4,0.0,1.6,7034,180790,£5.5
Kilman,6,NEW (H) 1 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,14,23.6,2.9,0.0,2.7,322498,605593,£4.1
Bertrand,6,EVE (H) 2 - 0,6,90,0,0,1,0,0,0,0,0,0,0,0,25,11.0,36.9,4.0,5.2,-2293,94027,£5.0
Bednarek,6,EVE (H) 2 - 0,6,90,0,0,1,0,0,0,0,0,0,0,0,27,18.6,0.0,2.0,2.1,-5949,152499,£4.5
Coady,6,NEW (H) 1 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,13,22.4,0.3,0.0,2.3,12300,643960,£5.0
Bellerin,6,LEI (H) 0 - 1,1,90,0,0,0,1,0,0,0,1,0,0,0,8,6.6,4.1,21.0,3.2,21627,430008,£5.0
Walker-Peters,6,EVE (H) 2 - 0,5,90,0,0,1,0,0,0,0,1,0,0,0,27,13.0,2.8,4.0,2.0,-15319,774462,£4.5
Masuaku,6,MCI (H) 1 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,7,12.6,2.4,1.0,1.6,9361,89190,£4.5
Balbuena,6,MCI (H) 1 - 1,1,90,0,0,0,1,0,0,0,1,0,0,0,8,18.2,0.0,0.0,1.8,27818,59540,£4.4
Cash,6,LEE (H) 0 - 3,1,90,0,0,0,3,0,0,0,0,0,0,0,8,19.2,1.3,2.0,2.3,9994,52526,£5.0
Mina,6,SOU (A) 2 - 0,1,90,0,0,0,2,0,0,0,0,0,0,0,14,17.6,0.4,19.0,3.7,14554,160610,£5.5
Dallas,6,AVL (A) 0 - 3,6,90,0,0,1,0,0,0,0,0,0,0,0,24,19.8,13.3,18.0,5.1,-2536,406653,£4.5
Koch,1,LIV (A) 4 - 3,0,90,0,0,0,4,0,0,0,0,0,0,0,14,23.4,0.2,18.0,4.2,0,33230,£4.5
Koch,2,FUL (H) 4 - 3,1,90,0,0,0,3,0,0,0,0,0,0,0,9,12.4,0.3,21.0,3.4,356,40440,£4.5
Koch,3,SHU (A) 0 - 1,6,90,0,0,1,0,0,0,0,0,0,0,0,25,18.0,0.3,0.0,1.8,-2971,39477,£4.5
Koch,4,MCI (H) 1 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,11,14.2,0.8,0.0,1.5,-470,40604,£4.5
Koch,5,WOL (H) 0 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,16,18.4,0.8,2.0,2.1,1577,44408,£4.5
Koch,6,AVL (A) 0 - 3,8,90,0,0,1,0,0,0,0,0,0,0,2,29,16.2,0.3,4.0,2.1,1282,46458,£4.5
Targett,6,LEE (H) 0 - 3,1,90,0,0,0,3,0,0,0,0,0,0,0,8,13.6,1.5,22.0,3.7,41958,125979,£4.5
Maguire,2,CRY (H) 1 - 3,0,90,0,0,0,3,0,0,0,1,0,0,0,14,14.8,4.6,4.0,2.3,11004,276468,£5.5
Maguire,3,BHA (A) 2 - 3,4,90,0,1,0,2,0,0,0,0,0,0,0,22,15.0,0.5,18.0,3.4,-28042,259603,£5.5
Maguire,4,TOT (H) 1 - 6,-1,90,0,0,0,6,0,0,0,0,0,0,0,7,0.0,0.9,2.0,0.3,-26765,240877,£5.5
Maguire,5,NEW (A) 1 - 4,8,90,1,0,0,1,0,0,0,0,0,0,0,24,46.8,0.8,38.0,8.6,-41565,202383,£5.4
Maguire,6,CHE (H) 0 - 0,7,90,0,0,1,0,0,0,0,0,0,0,1,29,22.6,11.3,18.0,5.2,-5327,201421,£5.4
Azpilicueta,1,BHA (A) 1 - 3,1,5,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.5,2.0,0.3,0,469354,£6.0
Azpilicueta,2,LIV (H) 0 - 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-93651,406897,£6.0
Azpilicueta,3,WBA (A) 3 - 3,4,45,0,1,0,0,0,0,0,0,0,0,0,18,29.4,13.7,11.0,5.4,-91835,326684,£5.9
Azpilicueta,4,CRY (H) 4 - 0,5,90,0,0,1,0,0,0,0,1,0,0,0,17,7.6,16.0,18.0,4.2,-27062,308792,£5.9
Azpilicueta,5,SOU (H) 3 - 3,1,90,0,0,0,3,0,0,0,0,0,0,0,10,18.0,7.0,2.0,2.7,-3047,317349,£5.9
Azpilicueta,6,MUN (A) 0 - 0,6,90,0,0,1,0,0,0,0,0,0,0,0,24,16.4,2.0,0.0,1.8,-18206,298787,£5.9
Ayling,1,LIV (A) 4 - 3,0,90,0,0,0,4,0,0,0,0,0,0,0,15,35.6,4.3,0.0,4.0,0,237865,£4.5
Ayling,2,FUL (H) 4 - 3,1,90,0,0,0,3,0,0,0,0,0,0,0,12,18.8,1.3,0.0,2.0,21987,284510,£4.5
Ayling,3,SHU (A) 0 - 1,7,90,0,0,1,0,0,0,0,0,0,0,1,28,23.2,12.3,10.0,4.6,-26160,260991,£4.5
Ayling,4,MCI (H) 1 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,12,32.0,14.8,23.0,7.0,-3015,262791,£4.5
Ayling,5,WOL (H) 0 - 1,1,90,0,0,0,1,0,0,0,1,0,0,0,11,25.2,45.6,22.0,9.3,27121,299049,£4.5
Ayling,6,AVL (A) 0 - 3,6,90,0,0,1,0,0,0,0,0,0,0,0,27,22.6,10.7,0.0,3.3,2262,301258,£4.5
Alexander-Arnold,6,SHU (H) 2 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,21,24.0,48.0,13.0,8.5,-250665,2588416,£7.5
Ogbonna,6,MCI (H) 1 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,10,11.2,0.0,0.0,1.1,394,28770,£4.9
Coufal,4,LEI (A) 0 - 3,5,90,0,0,1,0,0,0,0,1,0,0,0,21,19.2,24.8,0.0,4.4,260,326,£4.5
Coufal,5,TOT (A) 3 - 3,4,90,0,1,0,3,0,0,0,0,0,0,0,16,12.0,3.7,22.0,3.8,7226,10400,£4.5
Coufal,6,MCI (H) 1 - 1,7,90,0,1,0,1,0,0,0,1,0,0,3,23,35.2,14.8,0.0,5.0,2177,12331,£4.5
Mitchell,6,FUL (A) 1 - 2,2,90,0,0,0,1,0,0,0,0,0,0,0,13,21.6,1.8,17.0,4.0,16161,1943442,£4.2
Coleman,6,SOU (A) 2 - 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-43621,115234,£5.0
van Dijk,6,SHU (H) 2 - 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-928412,997588,£6.4
Davies,1,EVE (H) 0 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,15,20.2,35.5,36.0,9.2,0,155868,£5.0
Davies,2,SOU (A) 2 - 5,1,90,0,0,0,2,0,0,0,0,0,0,0,2,4.4,2.0,0.0,0.6,-12410,155739,£5.0
Davies,3,NEW (H) 1 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,16,11.0,11.8,2.0,2.5,-19850,142235,£5.0
Davies,4,MUN (A) 1 - 6,4,17,0,1,0,0,0,0,0,0,0,0,0,13,6.2,0.6,4.0,1.1,-24434,117844,£4.9
Davies,5,WHU (H) 3 - 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-18380,103036,£4.9
Davies,6,BUR (A) 0 - 1,6,90,0,0,1,0,0,0,0,0,0,0,0,20,5.6,4.8,4.0,1.4,-18840,84909,£4.8
Semedo,3,WHU (A) 4 - 0,1,72,0,0,0,3,0,0,0,0,0,0,0,14,11.4,3.4,6.0,2.1,29089,36150,£5.5
Semedo,4,FUL (H) 1 - 0,6,77,0,0,1,0,0,0,0,0,0,0,0,21,12.0,9.5,20.0,4.2,29218,75787,£5.5
Semedo,5,LEE (A) 0 - 1,6,90,0,0,1,0,0,0,0,0,0,0,0,24,13.8,0.2,0.0,1.4,36935,125665,£5.5
Semedo,6,NEW (H) 1 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,13,16.8,28.3,2.0,4.7,29411,159417,£5.5
Lamptey,6,WBA (H) 1 - 1,1,90,0,0,0,1,0,0,0,1,0,0,0,1,12.0,2.3,6.0,2.0,88416,833490,£4.7
Thiago Silva,1,BHA (A) 1 - 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,179186,£5.5
Thiago Silva,2,LIV (H) 0 - 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-49718,140573,£5.5
Thiago Silva,3,WBA (A) 3 - 3,1,72,0,0,0,3,0,0,0,0,0,0,0,11,10.6,2.9,0.0,1.4,-5244,154113,£5.5
Thiago Silva,4,CRY (H) 4 - 0,6,90,0,0,1,0,0,0,0,0,0,0,0,30,29.4,12.4,2.0,4.4,-9276,153372,£5.5
Thiago Silva,5,SOU (H) 3 - 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-5784,159307,£5.5
Thiago Silva,6,MUN (A) 0 - 0,7,90,0,0,1,0,0,0,0,0,0,0,1,29,33.2,0.7,0.0,3.4,-16061,145137,£5.5
Wan-Bissaka,2,CRY (H) 1 - 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59156,865810,£5.5
Wan-Bissaka,3,BHA (A) 2 - 3,1,90,0,0,0,2,0,0,0,0,0,0,0,14,16.2,1.2,0.0,1.7,-123785,759590,£5.5
Wan-Bissaka,4,TOT (H) 1 - 6,-1,90,0,0,0,6,0,0,0,0,0,0,0,13,27.0,3.1,2.0,3.2,-106230,668279,£5.4
Wan-Bissaka,5,NEW (A) 1 - 4,8,90,1,0,0,1,0,0,0,0,0,0,0,26,52.2,23.8,42.0,11.8,-94333,584766,£5.4
Wan-Bissaka,6,CHE (H) 0 - 0,6,90,0,0,1,0,0,0,0,0,0,0,0,28,17.0,4.2,0.0,2.1,6338,606360,£5.4
Furlong,1,LEI (H) 0 - 3,2,68,0,0,0,1,0,0,0,0,0,0,0,6,6.2,11.5,12.0,3.0,0,5791,£4.5
Furlong,2,EVE (A) 5 - 2,0,90,0,0,0,5,0,0,0,0,0,0,0,5,6.6,9.2,2.0,1.8,146,8033,£4.5
Furlong,3,CHE (H) 3 - 3,3,90,0,1,0,3,0,0,0,1,0,0,0,20,30.6,18.8,4.0,5.3,-644,8001,£4.5
Furlong,4,SOU (A) 2 - 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,8633,£4.5
Furlong,5,BUR (H) 0 - 0,7,90,0,0,1,0,0,0,0,0,0,0,1,26,20.6,15.3,21.0,5.7,-464,8560,£4.5
Furlong,6,BHA (A) 1 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,12,11.6,6.0,11.0,2.9,1003,9999,£4.5
Tierney,1,FUL (A) 0 - 3,6,90,0,0,1,0,0,0,0,0,0,0,0,25,12.8,2.5,2.0,1.7,0,686005,£5.5
Tierney,2,WHU (H) 2 - 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,659,777005,£5.5
Tierney,3,LIV (A) 3 - 1,1,90,0,0,0,3,0,0,0,0,0,0,0,16,28.2,0.7,0.0,2.9,-248129,518268,£5.5
Tierney,4,SHU (H) 2 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,14,15.6,21.3,0.0,3.7,-46465,493590,£5.4
Tierney,5,MCI (A) 1 - 0,2,90,0,0,0,1,0,0,0,0,0,0,0,9,7.6,2.0,11.0,2.1,-84040,409553,£5.4
Tierney,6,LEI (H) 0 - 1,2,80,0,0,0,1,0,0,0,0,0,0,0,13,10.8,31.3,6.0,4.8,-17548,400394,£5.4
Taylor,2,LEI (A) 4 - 2,3,90,0,1,0,4,0,0,0,0,0,0,0,23,29.6,29.3,2.0,6.1,-7381,306344,£4.5
Taylor,3,SOU (H) 0 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,11,8.8,3.0,7.0,1.9,14866,328562,£4.5
Taylor,4,NEW (A) 3 - 1,1,90,0,0,0,3,0,0,0,0,0,0,0,11,6.0,3.3,0.0,0.9,-14700,314039,£4.5
Taylor,5,WBA (A) 0 - 0,5,90,0,0,1,0,0,0,0,1,0,0,0,17,9.8,1.8,0.0,1.2,-30016,286721,£4.5
Taylor,6,TOT (H) 0 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,19,19.6,13.5,0.0,3.3,-21597,265012,£4.5
Walker ,2,WOL (A) 1 - 3,2,90,0,0,0,1,0,0,0,0,0,0,0,12,23.8,6.3,12.0,4.2,5851,356412,£6.0
Walker ,3,LEI (H) 2 - 5,0,90,0,0,0,5,0,0,0,0,0,0,0,9,5.4,10.8,17.0,3.3,11411,401231,£6.0
Walker ,4,LEE (A) 1 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,13,9.0,12.3,8.0,2.9,-31558,379917,£6.0
Walker ,5,ARS (H) 1 - 0,7,90,0,0,1,0,0,0,0,0,0,0,1,26,16.4,3.3,0.0,2.0,-19041,376629,£6.0
Walker ,6,WHU (A) 1 - 1,2,77,0,0,0,1,0,0,0,0,0,0,0,16,18.0,29.8,11.0,5.9,46626,438663,£6.0
Cancelo,2,WOL (A) 1 - 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-392,64092,£5.5
Cancelo,3,LEI (H) 2 - 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-20635,45106,£5.5
Cancelo,4,LEE (A) 1 - 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-11691,34491,£5.4
Cancelo,5,ARS (H) 1 - 0,8,90,0,0,1,0,0,0,0,1,0,0,3,28,27.2,38.8,6.0,7.2,-3042,32560,£5.4
Cancelo,6,WHU (A) 1 - 1,5,90,0,1,0,1,0,0,0,0,0,0,0,22,27.8,25.9,16.0,7.0,10483,46332,£5.4
Ake,6,WHU (A) 1 - 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-9968,515764,£5.5
Fernandez,1,WHU (A) 0 - 2,6,90,0,0,1,0,0,0,0,0,0,0,0,27,26.0,0.1,2.0,2.8,0,88657,£5.0
Fernandez,2,BHA (H) 0 - 3,1,90,0,0,0,3,0,0,0,0,0,0,0,11,9.8,0.2,0.0,1.0,487,102812,£5.0
Fernandez,3,TOT (A) 1 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,18,25.8,10.4,2.0,3.8,-15084,88610,£5.0
Fernandez,4,BUR (H) 3 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,12,27.0,0.0,0.0,2.7,-3290,89113,£5.0
Fernandez,5,MUN (H) 1 - 4,0,90,0,0,0,4,0,0,0,0,0,0,0,19,27.0,0.3,0.0,2.7,-7617,82472,£5.0
Fernandez,6,WOL (A) 1 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,11,17.8,1.2,0.0,1.9,-7959,75073,£5.0
Aurier,6,BUR (A) 0 - 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,14852,195046,£5.2
Zouma,7,BUR (A) 0 - 3,14,90,1,0,1,0,0,0,0,0,0,0,2,37,43.6,0.3,17.0,6.1,226234,544259,£5.1
Saiss,7,CRY (H) 2 - 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,302811,1661633,£5.3
Mings,7,SOU (H) 3 - 4,6,90,1,0,0,4,0,0,0,0,0,0,0,25,46.0,0.8,54.0,10.1,9373,749568,£5.2
Castagne,7,LEE (A) 1 - 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-244091,1260260,£5.8
Vestergaard,7,AVL (A) 3 - 4,7,90,1,0,0,3,0,0,0,0,0,0,0,27,55.4,0.1,17.0,7.3,99018,223240,£4.5
Bellerin,7,MUN (A) 0 - 1,12,90,0,1,1,0,0,0,0,0,0,0,3,37,12.6,20.6,4.0,3.7,-6360,426299,£5.0
Chilwell,7,BUR (A) 0 - 3,6,90,0,0,1,0,0,0,0,0,0,0,0,25,12.2,8.9,8.0,2.9,511343,1575600,£5.8
Cresswell,7,LIV (A) 2 - 1,1,90,0,0,0,2,0,0,0,0,0,0,0,11,23.4,0.5,0.0,2.4,79483,495472,£5.0
James,7,BUR (A) 0 - 3,6,90,0,0,1,0,0,0,0,0,0,0,0,25,6.8,9.9,13.0,3.0,30239,833926,£5.0
Gabriel,7,MUN (A) 0 - 1,7,90,0,0,1,0,0,0,0,1,0,0,2,34,26.6,0.2,0.0,2.7,-42750,840298,£5.1
Konsa,7,SOU (H) 3 - 4,0,90,0,0,0,4,0,0,0,0,0,0,0,9,4.4,0.4,2.0,0.7,35865,612943,£4.7
Robertson,7,WHU (H) 2 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,11,8.6,10.2,10.0,2.9,40402,1430907,£7.1
Boly,7,CRY (H) 2 - 0,6,90,0,0,1,0,0,0,0,0,0,0,0,24,10.6,0.3,6.0,1.7,8602,191602,£5.5
Kilman,7,CRY (H) 2 - 0,6,90,0,0,1,0,0,0,0,0,0,0,0,25,12.4,1.0,2.0,1.5,215730,822723,£4.2
Justin,7,LEE (A) 1 - 4,2,90,0,0,0,1,0,0,0,0,0,0,0,8,17.0,0.6,4.0,2.2,24390,1613153,£4.8
Walker ,7,SHU (A) 0 - 1,15,90,1,0,1,0,0,0,0,0,0,0,3,38,51.8,2.8,9.0,6.4,32207,479345,£6.0
Coady,7,CRY (H) 2 - 0,6,90,0,0,1,0,0,0,0,0,0,0,0,30,21.2,0.0,0.0,2.1,1170,647688,£5.0
Keane,7,NEW (A) 2 - 1,1,90,0,0,0,2,0,0,0,0,0,0,0,13,20.8,1.2,8.0,3.0,21131,457550,£5.1
Digne,7,NEW (A) 2 - 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-434149,902771,£6.2
Dallas,7,LEI (H) 1 - 4,6,80,1,0,0,3,0,0,0,1,0,0,0,21,39.0,5.4,9.0,5.3,20364,432496,£4.5
Bertrand,7,AVL (A) 3 - 4,2,78,0,0,0,1,0,0,0,0,0,0,0,6,3.2,11.4,2.0,1.7,7876,104007,£5.0
Lamptey,7,TOT (A) 2 - 1,9,78,1,0,0,2,0,0,0,0,0,0,2,24,38.2,2.6,19.0,6.0,-12305,817558,£4.7
Bednarek,7,AVL (A) 3 - 4,1,45,0,0,0,0,0,0,0,0,0,0,0,6,10.4,0.0,0.0,1.0,4761,159172,£4.5
Semedo,7,CRY (H) 2 - 0,8,90,0,0,1,0,0,0,0,0,0,0,2,34,29.2,24.4,6.0,6.0,16239,178782,£5.5
Walker-Peters,7,AVL (A) 3 - 4,1,90,0,0,0,3,0,0,0,0,0,0,0,9,22.6,1.0,0.0,2.4,20542,801021,£4.5
Masuaku,7,LIV (A) 2 - 1,1,87,0,0,0,2,0,0,0,0,0,0,0,9,12.4,14.8,2.0,2.9,5264,95686,£4.5
Cancelo,7,SHU (A) 0 - 1,8,90,0,0,1,0,0,0,0,0,0,0,2,29,31.0,55.7,6.0,9.3,33459,84710,£5.4
Balbuena,7,LIV (A) 2 - 1,1,90,0,0,0,2,0,0,0,0,0,0,0,8,17.0,0.0,2.0,1.9,12590,72502,£4.4
Thiago Silva,7,BUR (A) 0 - 3,6,90,0,0,1,0,0,0,0,0,0,0,0,30,31.4,1.0,17.0,4.9,32516,188042,£5.5
Aina,4,WOL (A) 1 - 0,2,90,0,0,0,1,0,0,0,0,0,0,0,16,14.2,18.2,0.0,3.2,0,0,£4.5
Aina,5,SHU (A) 1 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,16,19.0,2.3,0.0,2.1,525,882,£4.5
Aina,6,CRY (H) 1 - 2,1,90,0,0,0,2,0,0,0,0,0,0,0,17,20.0,23.4,6.0,4.9,616,1700,£4.5
Aina,7,WBA (H) 2 - 0,15,90,1,0,1,0,0,0,0,0,0,0,3,33,43.8,1.3,7.0,5.2,486,2434,£4.5
Tierney,7,MUN (A) 0 - 1,6,90,0,0,1,0,0,0,0,0,0,0,0,28,18.6,12.4,2.0,3.3,-13105,389707,£5.4
Mina,7,NEW (A) 2 - 1,0,90,0,0,0,2,0,0,0,1,0,0,0,9,8.0,1.2,0.0,0.9,7794,172821,£5.5
Koch,7,LEI (H) 1 - 4,0,90,0,0,0,4,0,0,0,0,0,0,0,8,8.8,1.4,6.0,1.6,15985,65455,£4.5
Alexander-Arnold,7,WHU (H) 2 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,18,17.6,25.2,14.0,5.7,-172615,2437601,£7.4
Maguire,7,ARS (H) 0 - 1,1,90,0,0,0,1,0,0,0,1,0,0,0,13,10.2,11.8,31.0,5.3,16904,224646,£5.4
Targett,7,SOU (H) 3 - 4,0,90,0,0,0,4,0,0,0,0,0,0,0,13,18.0,47.8,6.0,7.2,8960,134893,£4.5
Cash,7,SOU (H) 3 - 4,-1,66,0,0,0,4,0,0,0,1,0,0,0,5,1.8,0.8,0.0,0.3,1297,54073,£5.0
Azpilicueta,7,BUR (A) 0 - 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9884,313895,£5.9
Ayling,7,LEI (H) 1 - 4,0,90,0,0,0,4,0,0,0,0,0,0,0,20,15.6,30.3,4.0,5.0,18994,324419,£4.5
Ogbonna,7,LIV (A) 2 - 1,1,90,0,0,0,2,0,0,0,0,0,0,0,8,10.4,0.2,0.0,1.1,388,29960,£4.9
Coufal,7,LIV (A) 2 - 1,1,90,0,0,0,2,0,0,0,0,0,0,0,5,7.8,1.5,0.0,0.9,19215,33627,£4.5
Wan-Bissaka,7,ARS (H) 0 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,8,3.8,3.3,4.0,1.1,32323,650958,£5.4
Fernandez,7,EVE (H) 2 - 1,3,90,0,0,0,1,0,0,0,0,0,0,1,19,33.6,10.4,0.0,4.4,-3843,72134,£4.9
Davies,7,BHA (H) 2 - 1,1,5,0,0,0,0,0,0,0,0,0,0,0,5,2.2,0.0,0.0,0.2,3995,91329,£4.8
Mitchell,7,WOL (A) 2 - 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-52387,1891746,£4.2
Coleman,7,NEW (A) 2 - 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-36845,80387,£5.0
van Dijk,7,WHU (H) 2 - 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-275779,758415,£6.4
Dias,4,LEE (A) 1 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,13,19.8,0.5,8.0,2.8,6169,7762,£5.5
Dias,5,ARS (H) 1 - 0,5,90,0,0,1,0,0,0,0,1,0,0,0,24,14.8,2.8,0.0,1.8,24210,39139,£5.5
Dias,6,WHU (A) 1 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,18,22.2,1.8,2.0,2.6,50505,95913,£5.5
Dias,7,SHU (A) 0 - 1,6,90,0,0,1,0,0,0,0,0,0,0,0,27,15.2,0.6,0.0,1.6,21735,119212,£5.5
Dier,1,EVE (H) 0 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,13,17.4,0.7,0.0,1.8,0,95090,£5.0
Dier,2,SOU (A) 2 - 5,1,90,0,0,0,2,0,0,0,0,0,0,0,13,17.8,0.3,0.0,1.8,-5327,106120,£5.0
Dier,3,NEW (H) 1 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,8,12.8,1.7,4.0,1.9,-2740,111525,£5.0
Dier,4,MUN (A) 1 - 6,2,90,0,0,0,1,0,0,0,0,0,0,0,15,20.8,0.3,0.0,2.1,-7517,106781,£5.0
Dier,5,WHU (H) 3 - 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-10843,99469,£5.0
Dier,6,BUR (A) 0 - 1,6,90,0,0,1,0,0,0,0,0,0,0,0,27,18.0,0.8,0.0,1.9,-18721,80780,£5.0
Dier,7,BHA (H) 2 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,13,19.4,0.3,0.0,2.0,4035,87808,£4.9
Furlong,7,FUL (A) 2 - 0,1,90,0,0,0,2,0,0,0,0,0,0,0,13,26.6,15.0,4.0,4.6,824,11141,£4.5
Holding,1,FUL (A) 0 - 3,6,90,0,0,1,0,0,0,0,0,0,0,0,28,20.6,1.2,0.0,2.2,0,71148,£4.5
Holding,2,WHU (H) 2 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,16,13.6,0.3,0.0,1.4,46375,148466,£4.5
Holding,3,LIV (A) 3 - 1,1,90,0,0,0,3,0,0,0,0,0,0,0,14,32.0,0.1,0.0,3.2,14874,171240,£4.5
Holding,4,SHU (H) 2 - 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10811,189724,£4.5
Holding,5,MCI (A) 1 - 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-24136,164456,£4.5
Holding,6,LEI (H) 0 - 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-40959,123830,£4.5
Holding,7,MUN (A) 0 - 1,5,90,0,0,1,0,0,0,0,1,0,0,0,26,16.6,0.7,0.0,1.7,-33356,92334,£4.5
Taylor,7,CHE (H) 0 - 3,1,90,0,0,0,3,0,0,0,0,0,0,0,12,8.6,0.8,2.0,1.1,-14306,252110,£4.5
Townsend,1,LEI (H) 0 - 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4560,£4.5
Townsend,2,EVE (A) 5 - 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-696,4540,£4.5
Townsend,3,CHE (H) 3 - 3,1,90,0,0,0,3,0,0,0,0,0,0,0,9,12.2,1.4,4.0,1.8,-143,5451,£4.5
Townsend,4,SOU (A) 2 - 0,1,90,0,0,0,2,0,0,0,0,0,0,0,12,15.6,2.3,0.0,1.8,-6,6024,£4.5
Townsend,5,BUR (H) 0 - 0,7,90,0,0,1,0,0,0,0,0,0,0,1,26,20.4,27.7,19.0,6.7,98,6693,£4.5
Townsend,6,BHA (A) 1 - 1,4,90,0,0,0,1,0,0,0,0,0,0,2,16,16.4,18.9,4.0,3.9,605,7750,£4.5
Townsend,7,FUL (A) 2 - 0,1,90,0,0,0,2,0,0,0,0,0,0,0,16,20.4,7.8,4.0,3.2,1718,10107,£4.5
Ake,7,SHU (A) 0 - 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-81984,434208,£5.5
Basham,1,WOL (H) 0 - 2,1,70,0,0,0,2,0,0,0,0,0,0,0,14,11.4,1.5,2.0,1.5,0,135308,£5.0
Basham,2,AVL (A) 1 - 0,2,67,0,0,0,1,0,0,0,0,0,0,0,11,16.0,0.8,4.0,2.1,-14295,126555,£5.0
Basham,3,LEE (H) 0 - 1,2,90,0,0,0,1,0,0,0,0,0,0,0,7,19.6,1.5,6.0,2.7,-14673,113907,£5.0
Basham,4,ARS (A) 2 - 1,1,75,0,0,0,2,0,0,0,0,0,0,0,13,11.6,0.8,6.0,1.8,-15282,99516,£4.9
